age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage
25,0,25,1,0,0,0,58,50624,2,13,24,2,0,0,0,10,30,0.0,0
36,7,36,0,1,0,0,82,50881,5,23,36,1,0,2,2,9,7,8.647,0
31,4,31,1,0,0,0,64,37957,2,12,24,1,0,1,1,10,24,9.999,0
54,28,54,1,0,0,0,74,31012,5,12,24,0,1,0,0,8,17,0.0,0
47,19,47,1,0,0,0,59,57006,4,23,36,1,1,0,3,9,31,10.932,0
38,9,38,1,0,0,0,60,50626,6,21,24,1,1,1,22,11,28,28.896,1
26,0,26,0,0,0,0,57,39368,4,17,24,2,2,5,2,12,29,11.941,0
40,9,40,0,0,0,0,46,36284,4,41,48,3,0,4,3,14,38,10.71,0
40,10,40,0,0,0,0,52,38170,2,12,24,3,0,0,0,11,36,0.0,0
35,5,35,1,0,0,0,51,53182,5,29,36,3,2,0,0,11,36,0.0,1
47,14,47,1,0,0,0,59,64660,3,8,12,1,3,5,3,7,33,13.024,1
31,1,31,0,0,0,0,51,49888,6,40,48,3,1,4,1,16,32,7.819,0
40,9,40,0,0,0,0,64,52588,3,-1,0,0,0,0,0,5,29,0.0,0
41,9,41,1,0,0,0,22,35924,5,29,36,8,3,5,2,37,39,9.646,1
19,0,19,0,0,0,0,61,35330,5,38,48,1,0,0,0,9,28,0.0,0
44,14,44,0,0,0,0,68,27037,6,18,24,0,1,0,0,8,23,0.0,1
44,14,44,1,0,0,0,39,51925,6,-6,0,5,0,0,0,20,39,0.0,0
17,0,17,0,0,0,0,52,48154,2,40,48,3,1,3,3,12,35,10.954,0
32,5,32,1,0,0,0,45,54419,5,38,48,4,1,0,0,14,39,0.0,0
48,22,48,1,0,0,0,49,30965,6,21,24,3,3,2,1,16,33,10.892,1
27,2,27,0,0,0,0,48,40999,2,12,24,3,1,3,1,14,37,7.489,0
48,21,48,0,0,0,0,42,47989,2,32,36,4,0,0,0,13,43,0.0,0
22,0,22,0,0,0,0,52,37540,4,23,24,3,2,0,0,12,35,0.0,1
39,9,39,0,0,0,0,49,41263,6,20,24,3,0,2,2,15,35,10.738,0
14,0,14,0,0,0,0,44,61307,4,23,24,4,0,1,1,12,43,8.426,0
35,5,35,0,0,0,0,61,30998,3,23,24,1,0,1,1,14,23,12.949,0
34,4,34,1,0,0,0,57,51666,6,12,24,2,1,3,1,8,34,12.189,0
54,24,54,1,0,0,0,40,69186,6,21,24,5,0,6,27,14,44,34.058,0
25,0,25,1,0,0,0,56,67864,6,36,48,2,1,3,10,5,38,17.468,0
30,0,30,0,0,0,0,37,33256,3,40,48,5,1,0,0,18,43,0.0,0
29,0,29,0,0,0,0,51,62926,5,16,24,3,2,3,2,11,37,8.634,0
43,19,43,1,0,0,0,64,34116,4,29,36,1,2,6,2,13,22,12.268,0
46,17,46,1,0,0,0,49,35111,6,13,24,3,1,6,20,20,29,26.589,0
18,0,18,1,0,0,0,59,46106,7,37,48,1,3,0,0,11,28,0.0,1
22,0,22,0,0,0,0,61,50082,5,24,36,1,0,3,2,8,30,9.624,0
72,43,72,0,0,0,0,55,44358,3,35,48,2,0,0,0,9,35,0.0,0
46,20,46,1,0,0,0,50,51141,2,36,48,3,1,0,0,10,38,0.0,0
31,0,31,0,0,0,0,48,70530,5,19,24,3,0,4,2,12,39,8.684,0
24,0,24,0,0,0,0,56,26119,7,27,36,2,0,2,1,14,29,8.692,0
35,5,35,1,0,0,0,54,45901,4,37,48,2,0,3,2,9,35,12.373,0
39,9,39,1,0,0,0,45,51506,6,39,48,4,1,3,1,15,38,7.479,0
42,14,42,0,0,0,0,50,54811,2,37,48,3,0,3,2,14,34,11.371,0
50,19,50,1,0,0,0,60,45528,1,16,24,1,0,0,0,10,28,0.0,0
20,0,20,1,0,0,0,64,31999,7,-2,0,1,0,1,0,5,30,0.0,0
37,8,37,0,0,0,0,69,28252,2,22,24,0,0,4,3,5,24,9.451,0
29,0,29,1,0,0,0,52,28529,7,18,24,3,1,0,0,5,41,0.0,0
23,0,23,1,0,0,0,64,46854,4,31,36,1,0,3,2,7,28,9.671,0
56,28,56,1,0,0,0,53,48395,6,22,24,2,4,1,18,12,33,24.68,1
57,27,57,1,0,0,0,49,31629,4,20,24,3,2,3,1,4,45,9.879,0
37,8,37,0,0,0,0,51,45327,2,33,36,3,0,2,1,9,39,9.691,0
46,19,46,0,0,0,0,63,55154,6,29,36,1,1,0,0,7,28,0.0,0
62,31,62,1,0,0,0,56,53243,4,35,36,2,1,0,0,10,32,0.0,0
28,0,28,1,0,1,0,55,32223,5,37,48,2,1,2,1,13,31,12.412,0
23,0,23,0,0,0,0,56,45326,3,9,12,2,1,1,1,10,33,7.881,0
54,22,54,1,0,0,0,48,19934,5,28,36,3,1,0,0,11,40,0.0,0
29,0,29,0,0,0,0,59,54044,3,14,24,1,2,0,0,4,35,0.0,0
46,14,46,1,0,0,0,57,54050,4,35,48,2,1,0,0,10,31,0.0,0
39,10,39,1,0,0,0,41,39771,3,-3,0,4,2,1,0,12,46,0.0,1
56,27,56,1,0,0,0,45,31876,2,37,48,4,0,2,1,20,34,8.666,0
35,5,35,1,0,0,0,62,45262,6,17,24,1,1,6,21,6,31,27.752,0
29,2,29,1,0,0,0,63,52696,3,6,12,1,1,0,0,8,28,0.0,0
33,2,33,1,0,0,0,68,27037,6,-5,0,0,0,1,0,8,23,0.0,0
36,7,36,1,0,0,0,44,52555,4,9,12,4,3,1,1,10,44,12.546,0
34,3,34,0,0,0,0,64,75513,4,32,36,1,0,4,2,8,26,9.367,0
46,15,46,0,0,0,0,56,55084,5,-2,0,2,0,0,0,14,29,0.0,0
43,19,43,0,0,0,0,49,53373,3,35,36,3,0,0,0,14,35,0.0,0
33,7,33,1,0,0,0,79,31864,3,13,24,1,0,0,0,8,11,0.0,0
42,14,42,1,0,0,0,56,46751,7,8,12,2,2,0,0,7,35,0.0,1
43,15,43,0,0,0,0,62,17751,4,31,36,1,1,3,1,10,27,10.802,0
36,7,36,1,0,0,0,63,49853,5,40,48,1,1,5,3,11,25,12.294,0
18,0,18,0,0,0,0,53,25042,4,26,36,2,0,2,2,8,37,9.514,0
33,3,33,1,0,0,0,61,62612,4,26,36,1,1,2,1,9,28,7.816,0
46,14,46,1,0,0,0,46,48064,6,21,24,4,1,5,2,13,39,10.019,0
43,12,43,1,0,0,0,39,36564,2,41,48,5,0,2,1,17,42,8.882,0
28,0,28,0,0,0,0,38,43296,4,29,36,5,0,2,1,11,50,8.489,0
41,14,41,0,0,0,0,57,33630,3,27,36,2,4,0,0,8,33,0.0,1
34,2,34,1,0,0,0,60,54874,5,28,36,1,1,0,0,11,27,0.0,0
43,16,43,1,0,0,0,70,49192,7,39,48,0,0,0,0,8,20,0.0,0
42,13,42,0,0,0,0,53,43844,5,19,24,2,1,0,0,13,32,0.0,0
40,13,40,1,0,0,0,69,28531,4,16,24,0,4,0,0,12,18,0.0,1
37,8,37,1,0,0,0,63,53359,3,12,24,1,0,3,2,12,23,8.349,0
41,13,41,0,0,0,0,43,39427,3,19,24,4,2,3,1,13,42,8.242,1
30,0,30,0,0,0,0,54,42533,3,18,24,2,3,0,0,7,38,0.0,1
44,14,44,1,0,0,0,68,51684,4,24,36,0,0,0,0,11,19,0.0,0
55,26,55,0,0,0,0,58,26965,6,24,36,2,2,0,0,5,35,0.0,0
41,14,41,0,0,0,0,57,26969,2,33,36,2,0,0,0,12,30,0.0,0
67,39,67,0,0,0,0,53,40935,6,19,24,3,0,4,1,8,38,8.729,0
39,12,39,1,0,0,0,49,70931,2,21,24,3,1,5,15,13,37,22.035,0
50,22,50,0,0,0,0,65,41103,1,38,48,0,0,0,0,7,27,0.0,0
49,16,49,0,0,0,0,55,27050,2,31,36,2,0,0,0,11,33,0.0,0
39,10,39,0,0,0,0,74,41005,5,26,36,0,2,0,0,10,15,0.0,0
60,26,60,0,0,0,0,57,35417,1,41,48,2,0,0,0,11,31,0.0,0
42,13,42,0,0,0,0,54,32900,7,11,24,2,0,0,0,15,29,0.0,0
51,27,51,1,0,1,0,55,49764,1,40,48,2,1,0,0,11,33,0.0,0
45,19,45,1,0,0,0,62,55377,1,13,24,1,0,6,2,12,25,10.251,0
50,20,50,1,0,0,0,66,50765,6,13,24,0,2,1,8,12,20,14.639,0
32,2,32,1,0,0,0,62,40604,4,32,36,1,2,5,19,7,30,25.684,0
34,7,34,1,0,0,0,44,33938,4,18,24,4,1,5,2,17,38,8.467,0
41,12,41,1,0,0,0,51,56032,6,31,36,3,0,4,1,11,37,8.949,0
39,6,39,1,0,1,0,65,38997,7,39,48,0,3,0,0,5,29,0.0,1
39,11,39,0,0,0,0,54,53206,5,33,36,2,0,0,0,18,26,0.0,0
30,1,30,0,0,0,0,55,48606,2,23,36,2,4,3,2,11,33,11.437,0
28,1,28,1,0,0,0,73,35873,7,29,36,0,1,2,1,12,14,9.17,0
42,11,42,1,0,0,0,55,27050,2,10,12,2,0,0,0,11,33,0.0,0
28,0,28,1,0,0,0,58,42557,3,23,36,2,0,3,1,4,36,8.012,0
17,0,17,1,0,0,0,77,44406,6,24,36,1,2,2,1,5,17,8.692,0
43,15,43,1,0,0,1,49,46606,4,7,12,3,0,3,1,16,34,12.182,0
36,7,36,0,0,0,0,62,35919,4,22,24,1,2,4,1,5,31,8.222,0
29,4,29,0,0,0,0,44,65327,4,41,48,4,1,4,5,16,38,13.648,0
44,14,44,0,0,0,0,46,47951,4,24,36,4,2,0,0,12,40,0.0,1
38,5,38,0,0,0,0,54,45885,3,27,36,2,0,5,2,17,28,8.649,0
18,0,18,1,0,0,0,67,51496,7,6,12,0,1,0,0,11,20,0.0,0
45,16,45,0,0,0,0,42,55336,5,29,36,4,2,1,1,5,52,7.926,0
35,4,35,1,0,0,0,44,72910,7,22,24,4,0,3,20,13,41,26.743,0
30,0,30,0,0,0,0,60,26984,4,20,24,1,2,0,0,16,22,0.0,0
46,15,46,0,0,0,0,54,46604,3,24,36,2,1,2,1,8,37,9.082,0
37,8,37,1,0,0,0,59,39898,7,21,24,1,0,0,0,11,28,0.0,0
25,0,25,1,0,0,0,43,57709,2,9,12,4,0,2,2,10,45,11.726,0
28,0,28,0,0,0,0,53,30800,2,29,36,2,0,0,0,12,34,0.0,0
36,11,36,0,0,0,0,70,47953,3,39,48,0,2,1,1,7,21,11.706,1
36,7,36,0,0,0,0,57,67959,6,17,24,2,3,2,2,9,32,9.46,1
52,20,52,1,0,0,0,53,55335,3,40,48,3,4,3,1,11,35,10.022,1
37,5,37,1,0,0,0,58,53163,6,12,24,2,0,5,9,7,34,16.619,0
45,9,45,0,0,0,0,57,45541,4,-2,0,2,0,0,0,9,32,0.0,0
37,9,37,0,0,0,0,50,42237,3,39,48,3,0,4,1,10,39,7.699,0
42,15,42,0,0,0,0,72,52137,7,5,12,0,3,0,0,8,18,0.0,1
30,2,30,0,0,0,0,51,47146,4,41,48,3,0,0,0,7,40,0.0,0
43,17,43,1,0,0,0,58,49245,5,29,36,2,1,4,1,3,37,7.636,0
42,13,42,0,0,0,0,58,54974,2,40,48,2,0,2,28,7,34,35.512,0
43,11,43,1,0,0,0,63,51391,4,40,48,1,0,0,0,6,29,0.0,0
66,37,66,0,0,0,0,61,26509,6,27,36,1,0,0,0,9,28,0.0,0
34,4,34,1,0,0,0,55,41625,7,16,24,2,1,4,1,11,32,7.683,0
24,0,24,0,0,0,0,57,38787,6,22,24,2,1,3,1,14,27,8.546,0
38,11,38,0,0,0,0,73,48323,6,-3,0,0,2,0,0,12,13,0.0,1
64,36,64,1,0,0,0,53,42716,2,36,48,3,0,0,0,14,32,0.0,0
40,15,40,0,0,0,0,33,39611,2,0,12,6,0,0,0,12,54,0.0,0
38,8,38,0,0,0,0,52,42584,7,-3,0,2,0,6,0,12,34,0.0,0
34,9,34,1,0,0,0,61,74995,7,33,36,1,4,3,1,7,31,7.294,1
52,24,52,0,0,0,0,45,28310,3,-6,0,4,3,0,0,13,41,0.0,0
18,0,18,0,0,0,0,58,31471,6,16,24,2,2,0,0,11,30,0.0,1
39,10,39,1,0,0,0,51,64648,3,19,24,3,1,6,11,14,34,17.97,0
65,36,65,1,0,0,0,55,47951,3,7,12,2,0,5,2,8,36,8.489,0
79,54,79,1,0,0,0,57,31329,4,0,12,2,0,0,0,7,34,0.0,0
35,9,35,0,0,0,0,60,31269,7,10,12,1,2,0,0,11,28,0.0,0
34,3,34,1,0,0,0,49,50823,3,34,36,3,0,0,0,10,39,0.0,0
72,43,72,0,0,0,0,61,44416,4,40,48,1,3,3,1,6,31,7.772,1
27,0,27,1,0,0,0,40,49314,4,32,36,5,2,6,25,18,41,31.838,1
19,0,19,0,0,0,0,68,35356,4,34,36,0,0,0,0,9,21,0.0,0
50,20,50,1,0,0,0,57,29676,4,39,48,2,1,0,0,16,26,0.0,0
34,1,34,0,0,0,0,49,53183,7,29,36,3,0,0,0,12,37,0.0,0
34,4,34,0,0,0,0,49,39047,7,-2,0,3,0,0,0,6,44,0.0,0
43,16,43,0,0,0,0,49,42649,3,32,36,3,0,2,2,11,38,9.935,0
30,2,30,0,0,0,0,68,33598,6,10,12,0,2,0,0,9,22,0.0,1
41,13,41,0,0,0,0,50,46045,7,9,12,3,1,4,3,15,34,9.665,0
40,13,40,1,0,0,0,64,44441,3,-6,0,1,1,2,0,10,25,0.0,0
53,24,53,1,0,0,0,56,38015,5,40,48,2,1,4,2,14,28,8.967,0
37,12,37,1,0,0,0,65,42729,2,-1,0,0,3,1,0,7,27,0.0,0
15,0,15,0,0,0,0,54,29369,4,15,24,2,0,0,0,12,33,0.0,0
55,30,55,1,0,0,0,46,38057,3,37,48,4,0,1,1,13,40,10.307,0
48,20,48,1,0,0,0,69,49162,1,7,12,0,0,6,24,11,19,30.986,0
39,9,39,1,0,0,0,36,50925,5,7,12,5,1,3,3,9,53,11.654,0
21,0,21,0,0,0,0,53,36652,6,37,48,2,1,3,2,9,36,10.313,0
33,9,33,0,0,0,0,57,51006,3,29,36,2,0,5,2,16,25,10.467,0
41,13,41,1,0,0,0,50,48981,4,13,24,3,2,0,0,5,44,0.0,0
51,23,51,0,0,0,0,61,54891,2,31,36,1,0,2,1,15,23,9.499,0
36,4,36,1,0,0,0,60,54943,3,32,36,1,2,0,0,11,28,0.0,0
70,36,70,1,0,0,0,53,31933,6,30,36,3,0,0,0,11,35,0.0,0
38,10,38,1,0,0,0,37,41417,4,8,12,5,3,1,1,18,44,7.749,1
31,3,31,0,0,0,0,54,31500,5,25,36,2,0,0,0,6,39,0.0,0
36,7,36,0,0,0,0,67,40606,5,39,48,0,4,0,0,12,20,0.0,1
16,0,16,1,0,0,0,65,38016,3,29,36,0,1,3,24,12,21,30.804,0
45,17,45,0,0,0,0,48,50905,4,19,24,3,3,2,1,10,40,10.317,1
68,39,68,1,0,0,0,62,33940,6,40,48,1,0,4,3,10,26,10.03,0
44,14,44,1,0,0,0,39,51925,6,-6,0,5,0,0,0,20,39,0.0,0
19,0,19,1,0,0,0,53,27014,5,32,36,2,0,0,0,7,39,0.0,0
28,0,28,0,0,0,0,64,58701,4,32,36,0,0,4,2,4,30,11.882,0
26,0,26,0,0,0,0,59,38164,4,30,36,1,2,0,0,11,29,0.0,1
59,26,59,1,0,0,0,41,46826,6,0,12,5,5,1,0,12,45,0.0,1
29,0,29,0,0,0,0,42,37498,6,40,48,5,1,3,2,11,46,10.131,0
86,54,86,0,0,0,0,62,25112,6,34,36,1,1,0,0,12,25,0.0,0
44,16,44,1,0,0,0,53,26371,3,7,12,2,1,0,0,10,35,0.0,0
34,5,34,0,0,0,0,48,34832,5,22,24,3,0,6,13,11,39,20.882,0
23,0,23,0,0,0,0,62,54948,5,22,24,1,0,4,3,16,21,11.759,0
45,17,45,1,0,0,0,52,54556,6,6,12,3,1,0,0,18,29,0.0,0
43,13,43,1,0,0,0,57,55644,5,19,24,2,0,3,2,7,34,8.243,0
43,13,43,0,0,0,0,52,51915,5,22,24,3,1,2,1,12,34,9.312,0
40,12,40,1,0,0,0,49,48013,3,40,48,3,1,5,2,14,35,9.575,0
25,0,25,1,0,0,0,62,33307,6,41,48,1,1,3,1,8,28,9.379,0
31,2,31,0,0,0,0,60,30752,4,10,12,1,4,4,3,8,30,12.273,1
44,18,44,0,0,0,0,52,44061,5,26,36,3,7,2,2,13,34,8.356,1
23,0,23,0,0,0,0,64,40984,4,38,48,1,2,0,0,10,24,0.0,0
30,1,30,1,0,0,0,67,41991,6,32,36,0,1,0,0,16,15,0.0,1
56,26,56,0,0,0,0,59,34810,1,41,48,2,1,0,0,5,35,0.0,0
57,31,57,0,0,0,0,46,47996,6,13,24,4,1,2,1,10,42,11.332,0
14,0,14,1,0,0,0,51,41633,4,41,48,3,3,2,1,6,42,7.832,0
39,7,39,0,0,0,0,53,46634,6,38,48,3,3,6,29,5,40,35.873,1
27,0,27,1,0,0,0,55,35889,6,8,12,2,1,0,0,10,33,0.0,0
18,0,18,1,0,0,0,71,36528,6,17,24,0,1,0,0,8,20,0.0,0
57,22,57,0,0,0,0,51,26095,5,28,36,3,0,0,0,15,33,0.0,0
33,0,33,1,0,0,0,49,32697,7,33,36,3,1,0,0,15,35,0.0,1
22,0,22,0,0,0,0,31,31000,2,8,12,6,0,0,0,17,51,0.0,0
48,20,48,1,0,0,0,56,30264,5,33,36,2,0,1,1,11,31,10.293,0
39,7,39,0,0,0,0,60,31333,4,24,36,1,1,2,1,15,24,8.14,0
31,3,31,0,0,0,0,72,43792,3,0,12,0,1,0,0,8,19,0.0,0
26,0,26,0,0,1,0,45,37512,3,22,24,4,1,3,2,11,43,9.558,0
40,10,40,1,0,0,0,58,41008,3,20,24,2,0,0,0,12,29,0.0,0
42,12,42,0,0,0,0,55,36721,5,36,48,2,2,0,0,11,33,0.0,1
38,6,38,0,0,0,0,56,46452,7,28,36,2,0,3,3,9,33,13.587,0
38,5,38,0,0,0,0,62,17751,4,37,48,1,1,0,0,10,27,0.0,0
27,0,27,0,0,0,0,63,46143,4,32,36,1,2,0,0,13,23,0.0,0
44,16,44,1,0,0,0,51,40188,5,38,48,3,1,2,1,11,37,12.357,0
46,19,46,0,0,0,0,52,55251,5,-4,0,3,1,0,0,11,36,0.0,0
60,32,60,0,0,0,0,26,47988,2,40,48,7,1,1,1,22,50,7.549,0
32,4,32,1,0,0,0,71,29986,7,26,36,0,2,0,0,12,16,0.0,1
25,0,25,0,0,0,0,64,46566,5,34,36,0,2,1,1,9,25,7.839,1
30,5,30,0,0,0,0,56,45662,4,40,48,2,0,5,3,11,31,11.127,0
35,7,35,0,0,0,0,67,54814,6,22,24,0,2,2,1,14,18,11.32,1
40,8,40,0,0,0,0,60,43272,2,40,48,1,0,3,1,10,28,11.702,0
38,12,38,0,0,0,0,59,27942,2,11,12,1,0,2,1,10,29,13.006,0
22,0,22,1,0,0,0,58,41008,3,33,36,2,0,0,0,12,29,0.0,0
41,13,41,0,0,0,0,40,45961,3,9,12,5,2,1,1,15,44,12.069,1
44,14,44,0,0,0,0,60,24785,2,37,48,1,3,0,0,13,26,0.0,0
35,8,35,1,0,0,0,42,29134,3,15,24,4,0,0,0,15,41,0.0,0
37,6,37,1,0,0,0,51,51675,2,23,24,3,0,1,1,10,38,8.926,0
37,3,37,0,0,0,0,36,55497,2,35,48,5,4,3,2,15,48,8.411,0
50,16,50,1,0,0,0,49,40975,6,12,24,3,0,2,1,11,39,9.224,0
23,0,23,1,0,0,0,42,54348,4,38,48,4,0,2,1,8,48,7.569,0
33,4,33,1,0,0,0,45,46896,7,32,36,4,1,0,0,9,45,0.0,0
62,32,62,1,0,0,0,66,55546,5,22,24,0,0,2,4,12,20,14.412,0
42,14,42,1,0,0,0,50,44383,3,-3,0,3,1,0,0,16,33,0.0,0
44,15,44,0,0,0,0,44,67071,7,22,24,4,1,1,7,18,37,15.213,0
40,12,40,1,0,0,0,55,52196,3,-2,0,2,0,5,0,10,34,0.0,0
17,0,17,0,0,0,0,41,40298,3,22,24,5,0,4,1,10,48,9.67,0
41,15,41,0,0,0,0,56,55499,2,12,24,2,1,2,1,10,32,7.261,0
60,29,60,1,0,0,0,52,40782,3,6,12,2,0,0,0,10,36,0.0,0
51,27,51,1,0,0,0,69,31937,1,22,24,0,0,3,1,11,19,9.627,0
65,37,65,0,0,0,0,54,42202,1,34,36,2,0,0,0,8,36,0.0,0
31,8,31,0,0,0,0,52,52806,7,9,12,3,2,2,1,16,30,7.284,1
36,7,36,1,0,0,0,71,36870,5,37,48,0,1,0,0,8,20,0.0,0
61,33,61,0,0,0,0,62,37476,3,-4,0,1,0,0,0,13,24,0.0,0
32,0,32,0,0,1,0,65,44093,4,19,24,0,3,3,2,20,13,10.088,1
38,9,38,1,0,0,0,35,55607,3,7,12,6,0,0,0,12,51,0.0,0
18,0,18,1,0,0,0,60,19103,2,32,36,1,2,0,0,7,31,0.0,0
56,25,56,0,0,0,0,59,19933,4,35,36,2,0,0,0,15,24,0.0,0
41,12,41,0,0,0,0,61,52551,6,29,36,1,1,0,0,9,29,0.0,0
59,32,59,0,0,1,0,54,30282,5,41,48,2,0,3,3,7,38,9.832,0
33,2,33,0,0,0,0,58,73069,7,20,24,2,1,1,1,10,30,7.732,1
52,21,52,0,0,0,0,57,38527,5,21,24,2,1,4,2,8,34,9.412,0
22,0,22,1,0,0,0,67,55341,7,12,24,0,1,3,2,5,26,9.376,0
42,15,42,1,0,0,0,55,69682,7,13,24,2,2,1,17,11,33,24.31,0
64,33,64,1,0,0,0,41,20479,3,41,48,4,1,0,0,13,44,0.0,0
28,0,28,1,0,0,0,46,54584,6,24,36,4,0,0,0,21,31,0.0,0
34,3,34,1,0,1,0,60,40991,3,35,36,1,3,3,2,11,27,11.201,0
54,28,54,1,0,0,0,48,38230,1,-5,0,3,0,0,0,5,45,0.0,0
35,6,35,0,0,0,0,48,69620,5,26,36,3,2,3,2,12,38,10.004,1
32,6,32,0,0,0,0,57,54868,4,40,48,2,2,1,6,10,32,15.27,1
37,8,37,1,0,0,0,64,38211,4,-5,0,1,1,0,0,11,24,0.0,0
33,0,33,0,0,0,0,60,31926,5,22,24,2,0,4,2,11,27,11.824,0
43,12,43,0,0,0,0,62,31876,4,24,36,1,1,4,1,13,24,10.276,0
28,2,28,1,0,0,0,59,31281,6,13,24,1,2,0,0,7,33,0.0,0
32,6,32,1,0,0,0,42,30755,2,12,24,4,0,4,3,15,41,9.511,0
36,7,36,0,0,0,0,51,33948,5,12,24,3,0,4,2,9,38,14.048,0
41,10,41,0,0,0,0,62,47265,5,9,12,1,1,0,0,10,27,0.0,0
29,3,29,1,0,0,0,41,52677,5,14,24,5,0,0,0,17,41,0.0,0
39,9,39,1,0,0,0,59,40933,2,22,24,2,0,4,1,10,30,8.589,0
53,26,53,1,0,0,0,44,45710,2,24,36,4,1,1,1,12,42,9.349,0
44,18,44,1,0,0,0,26,42683,7,15,24,7,0,0,0,15,58,0.0,0
35,6,35,1,0,0,0,69,54881,3,-2,0,0,0,0,0,11,18,0.0,0
34,5,34,1,0,0,0,61,31535,7,11,24,1,0,5,3,8,29,9.479,0
20,0,20,1,0,0,0,65,40989,7,22,24,0,0,0,0,4,30,0.0,0
60,32,60,1,0,0,0,48,64670,4,23,24,3,2,3,2,15,35,8.513,0
40,9,40,0,0,0,0,55,41060,6,20,24,2,3,2,1,8,35,10.183,1
38,8,38,0,0,0,0,55,47994,6,11,24,2,0,0,0,8,35,0.0,0
61,36,61,0,0,0,0,53,40958,3,15,24,2,0,0,0,7,38,0.0,0
52,21,52,0,0,0,0,51,44748,1,16,24,3,4,0,0,12,36,0.0,0
39,13,39,1,0,0,0,53,31933,7,16,24,3,0,0,0,11,35,0.0,0
34,3,34,0,0,0,0,31,52599,3,-3,0,6,0,0,0,11,57,0.0,0
12,0,12,1,0,0,0,62,37542,6,11,24,1,1,0,0,9,27,0.0,0
42,9,42,1,0,0,0,38,35919,6,-5,0,5,4,0,0,18,42,0.0,1
49,23,49,1,0,0,0,58,57530,2,21,24,1,0,4,3,15,26,9.466,0
44,16,44,1,0,0,0,57,54953,4,31,36,2,1,2,1,7,35,10.539,0
30,1,30,0,0,0,0,42,32192,3,-4,0,4,1,0,0,12,44,0.0,0
59,31,59,1,0,0,0,40,41126,1,5,12,5,3,4,3,11,47,9.438,0
28,0,28,1,0,0,0,72,30958,5,12,24,0,1,4,3,10,16,9.496,0
41,10,41,0,0,0,0,53,19951,4,22,24,2,0,5,5,9,36,13.412,0
29,0,29,0,0,0,0,56,35375,7,28,36,2,3,2,1,7,36,7.459,1
59,30,59,0,0,0,0,53,51528,2,23,36,2,0,5,19,7,38,26.478,0
62,34,62,1,0,0,0,58,53185,5,41,48,2,2,1,11,14,26,17.968,0
34,7,34,1,0,0,0,51,48518,6,37,48,3,0,3,3,16,32,14.742,0
51,26,51,0,0,0,0,57,48037,6,14,24,2,1,0,0,6,35,0.0,0
37,5,37,1,0,0,0,53,45063,3,-5,0,2,0,1,0,18,28,0.0,0
26,0,26,0,0,0,0,35,53093,4,8,12,5,1,0,0,10,54,0.0,0
63,32,63,1,0,0,0,56,52899,3,22,24,2,1,5,2,9,33,11.445,0
50,20,50,0,0,0,0,53,43274,6,33,36,3,0,0,0,13,33,0.0,0
41,9,41,1,0,0,0,48,32245,7,36,48,3,0,0,0,13,37,0.0,0
37,8,37,0,0,0,0,54,24765,5,20,24,2,0,0,0,11,33,0.0,0
48,21,48,0,0,0,0,65,50906,4,-5,0,1,0,0,0,12,22,0.0,0
40,11,40,1,0,0,0,51,46472,6,10,12,3,0,4,3,14,34,9.414,0
40,12,40,0,0,0,0,49,58642,7,11,24,3,0,5,3,10,39,13.437,0
44,10,44,0,0,0,0,60,28630,7,16,24,1,4,0,0,9,29,0.0,1
21,0,21,1,0,0,0,45,48647,5,37,48,4,3,3,1,9,45,8.846,1
36,2,36,0,0,0,0,53,28173,2,22,24,2,0,0,0,10,35,0.0,0
28,0,28,0,0,0,0,64,28171,3,21,24,0,1,1,1,9,25,8.992,0
37,6,37,0,0,0,0,50,35906,3,11,24,3,0,0,0,11,38,0.0,0
33,2,33,0,0,0,0,68,35367,4,11,24,0,2,1,1,3,28,12.97,0
33,9,33,1,0,0,0,65,56195,7,23,36,1,0,4,1,6,28,9.082,0
64,35,64,1,0,0,0,48,39926,1,27,36,3,0,0,0,11,39,0.0,0
18,0,18,1,0,0,0,49,47806,4,14,24,3,1,4,1,12,38,8.664,0
31,0,31,0,0,0,0,41,38361,7,25,36,4,1,0,0,9,49,0.0,0
39,14,39,0,0,0,0,63,41623,4,40,48,1,0,4,3,4,31,9.771,0
34,1,34,1,0,0,0,28,29880,5,23,36,7,0,0,0,20,50,0.0,0
41,14,41,0,0,0,0,48,33119,7,41,48,3,1,0,0,10,40,0.0,1
20,0,20,1,0,0,0,66,52377,5,19,24,0,0,4,3,8,25,11.07,0
10,0,10,0,0,0,0,71,56030,5,12,24,0,0,2,27,12,15,33.923,0
35,10,35,0,0,0,0,64,44373,5,34,36,1,0,0,0,6,28,0.0,0
27,0,27,1,0,0,0,50,50992,4,39,48,3,3,0,0,12,37,0.0,0
24,0,24,1,0,0,0,69,31868,3,5,12,0,3,0,0,8,21,0.0,0
56,25,56,0,0,0,0,50,31667,5,-5,0,3,1,0,0,8,41,0.0,0
46,18,46,0,0,0,0,49,30015,5,37,48,3,1,4,2,14,35,10.54,0
30,2,30,1,0,0,0,47,30978,6,28,36,4,4,4,1,10,41,7.417,1
35,9,35,1,0,0,0,64,31383,7,18,24,1,3,0,0,9,25,0.0,0
42,13,42,1,0,0,0,61,51706,7,31,36,1,1,3,3,11,26,9.546,0
