age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Pension
28,0,28,1,0,0,0,55,27153,2,22,24,2,0,2,1,2,42,12.912,0
20,0,20,0,0,0,0,35,32040,7,28,36,5,3,0,0,7,57,0.0,0
55,24,55,1,0,0,0,55,48030,4,10,12,2,0,0,0,14,29,0.0,0
54,22,54,0,0,0,0,68,50795,4,34,36,0,1,3,2,5,26,9.485,0
33,1,33,1,0,1,0,67,38892,2,9,12,0,0,0,0,7,25,0.0,0
46,15,46,0,0,0,0,68,27043,3,33,36,0,0,0,0,12,18,0.0,0
51,22,51,1,0,0,0,58,54075,2,29,36,1,0,3,2,14,26,12.963,1
51,23,51,1,0,0,0,61,68049,2,13,24,1,1,3,2,12,25,10.765,0
53,21,53,0,0,1,0,51,39107,6,40,48,3,0,2,1,5,42,8.293,0
58,30,58,0,0,0,0,25,35825,6,-5,0,7,0,0,0,21,53,0.0,0
38,8,38,0,0,0,0,54,51681,3,18,24,2,3,0,0,17,27,0.0,0
57,28,57,0,0,0,0,45,39859,5,24,36,4,0,1,1,11,43,9.179,0
28,0,28,1,0,1,0,68,51684,4,26,36,0,3,4,1,11,19,10.317,0
35,2,35,1,0,0,0,49,50561,4,-1,0,3,3,0,0,13,36,0.0,0
35,10,35,0,0,0,0,51,43754,2,30,36,3,0,3,2,11,36,10.503,0
31,1,31,0,0,0,0,52,46469,5,-5,0,3,1,0,0,13,33,0.0,0
74,42,74,1,0,0,0,59,19933,4,20,24,2,4,4,2,15,24,11.815,0
39,8,39,0,0,0,0,46,53353,6,11,24,4,0,0,0,9,43,0.0,1
32,0,32,1,0,0,0,62,75036,3,41,48,1,0,3,1,8,29,10.586,0
44,16,44,0,0,0,0,47,44665,4,35,36,3,0,0,0,6,45,0.0,1
23,0,23,1,0,1,0,61,50308,2,5,12,1,3,0,0,7,31,0.0,0
24,0,24,1,0,0,0,67,26833,5,41,48,0,0,3,2,10,22,10.001,0
37,3,37,0,0,0,0,60,16287,3,39,48,1,0,0,0,7,32,0.0,0
36,10,36,0,0,0,0,26,42683,7,39,48,7,1,1,1,15,58,8.802,0
30,3,30,0,0,0,0,52,22788,7,30,36,2,1,0,0,11,35,0.0,0
30,0,30,0,0,1,0,61,27031,2,16,24,1,1,0,0,8,29,0.0,0
74,43,74,1,0,1,0,65,41132,6,34,36,0,0,3,2,8,26,9.162,0
32,4,32,0,0,0,0,49,52411,3,37,48,3,1,1,1,14,35,9.684,0
41,10,41,1,0,0,0,50,44367,7,16,24,3,1,6,3,3,45,9.81,0
57,30,57,0,0,0,0,58,42540,3,19,24,2,1,0,0,6,34,0.0,0
41,7,41,0,0,1,0,48,52282,3,40,48,3,2,1,15,9,41,21.961,0
34,0,34,1,0,0,0,54,28549,6,18,24,2,0,2,1,8,36,9.592,0
35,4,35,1,0,0,0,44,72910,7,22,24,4,0,3,20,13,41,26.743,1
47,16,47,1,0,0,0,78,44670,5,-6,0,1,3,0,0,8,12,0.0,1
39,7,39,1,0,0,0,48,48697,3,30,36,3,2,3,1,19,32,10.499,0
40,6,40,1,0,1,0,70,51729,2,40,48,0,3,3,2,10,19,8.261,1
21,0,21,0,0,0,0,52,55546,7,19,24,3,0,4,2,9,37,11.066,0
31,0,31,0,0,0,0,45,36303,5,6,12,4,0,0,0,9,45,0.0,0
37,9,37,1,0,0,0,61,67520,3,16,24,1,2,2,1,10,27,9.096,0
35,8,35,1,0,0,0,56,54921,2,12,24,2,0,4,24,12,30,30.892,0
24,0,24,0,0,0,0,56,26119,7,27,36,2,0,2,1,14,29,8.692,0
59,30,59,1,0,0,0,61,41016,2,21,24,1,2,2,2,9,28,10.385,1
44,15,44,0,0,0,0,67,53434,5,25,36,0,0,0,0,10,21,0.0,1
34,6,34,1,0,0,0,52,45705,2,25,36,2,2,3,2,8,38,9.198,0
39,8,39,0,0,0,0,58,28309,4,16,24,2,2,0,0,8,33,0.0,0
66,41,66,0,0,0,0,35,54938,2,25,36,5,0,0,8,19,45,14.7,0
41,12,41,0,0,0,0,49,34847,5,11,24,3,0,0,0,10,39,0.0,0
30,0,30,0,0,0,0,58,35897,5,0,12,1,3,0,0,12,28,0.0,0
36,4,36,0,0,0,0,38,38920,3,22,24,5,0,4,2,8,52,8.945,0
48,20,48,1,0,0,0,50,53434,6,35,36,3,0,0,0,15,33,0.0,0
43,14,43,1,0,0,0,36,55497,2,31,36,5,4,3,1,15,48,10.007,0
38,10,38,0,0,0,1,53,44104,4,11,24,2,3,3,17,20,25,23.702,0
43,14,43,1,0,0,0,40,37324,5,41,48,5,3,3,2,14,44,8.497,0
57,23,57,0,0,0,0,62,46831,5,6,12,1,1,0,0,8,28,0.0,1
40,10,40,0,0,0,0,55,47956,4,29,36,2,0,2,1,10,33,11.156,0
49,18,49,1,0,0,0,74,42540,6,-2,0,0,2,1,0,8,17,0.0,0
56,23,56,1,0,0,0,47,30805,1,39,48,3,1,1,1,13,38,10.762,1
49,21,49,0,0,0,0,54,55323,5,27,36,2,0,6,3,15,30,10.745,1
16,0,16,0,0,0,0,58,38549,3,-6,0,2,4,0,0,12,29,0.0,0
56,26,56,1,0,0,0,69,32483,6,36,48,0,0,0,0,11,18,0.0,1
59,28,59,1,0,0,0,66,38200,2,-4,0,0,0,2,0,13,19,0.0,0
28,1,28,1,0,0,0,34,54883,3,41,48,6,0,4,3,10,55,12.268,0
29,0,29,0,0,0,0,56,54576,2,6,12,2,1,1,1,8,34,9.679,0
39,10,39,1,0,0,0,59,49818,4,24,36,1,0,2,1,10,30,11.227,0
56,29,56,0,0,0,0,49,33575,6,7,12,3,0,0,0,10,40,0.0,0
40,11,40,1,0,0,0,62,35931,5,35,48,1,0,2,1,16,21,8.197,0
36,5,36,0,0,0,0,64,30986,5,-1,0,1,0,0,0,18,17,0.0,0
34,5,34,1,0,0,0,36,30047,3,26,36,5,2,0,0,14,49,0.0,0
66,33,66,1,0,0,0,42,41336,6,0,12,4,0,3,0,13,43,0.0,0
45,16,45,1,0,0,0,45,69270,5,27,36,4,2,5,10,11,43,18.24,1
34,9,34,0,0,0,0,62,40832,7,25,36,1,0,3,18,6,30,25.411,0
23,0,23,0,0,0,0,50,51536,6,-6,0,3,1,0,0,11,37,0.0,0
41,11,41,1,0,0,0,67,26833,5,28,36,0,0,4,2,10,22,10.634,1
33,6,33,1,0,0,0,44,17984,6,11,24,4,0,1,1,14,41,12.882,0
36,9,36,1,0,0,0,69,24081,7,12,24,0,2,3,2,12,18,8.552,1
33,4,33,0,0,0,0,45,52527,4,17,24,4,0,0,0,16,38,0.0,0
39,13,39,0,1,0,0,75,55264,2,5,12,0,0,1,1,14,10,10.699,0
21,0,21,0,0,0,0,46,52849,6,6,12,4,2,0,0,13,40,0.0,0
54,23,54,1,0,0,0,52,48043,6,39,48,3,0,5,3,9,37,11.467,0
26,0,26,0,0,0,0,71,25215,4,16,24,0,0,1,1,9,18,7.462,0
38,10,38,0,0,0,0,50,47968,5,-6,0,3,0,0,0,13,36,0.0,0
35,2,35,1,0,0,0,54,37937,3,5,12,2,1,0,0,8,36,0.0,0
40,14,40,0,0,0,0,50,46594,6,-2,0,3,1,0,0,8,40,0.0,0
24,0,24,1,0,0,0,56,42440,4,29,36,2,1,0,0,12,30,0.0,0
41,11,41,1,0,0,0,38,35911,4,17,24,5,3,5,18,21,39,24.773,0
25,0,25,1,0,0,0,58,45520,6,13,24,1,0,0,0,17,23,0.0,0
24,0,24,1,0,0,0,53,26997,3,28,36,2,0,4,1,11,34,7.626,0
35,4,35,0,0,0,0,52,45135,5,21,24,3,1,4,3,10,37,10.122,0
64,37,64,1,0,0,0,66,35874,1,12,24,0,0,1,4,6,27,10.954,1
41,5,41,0,0,0,0,55,55314,7,40,48,2,0,5,11,13,30,17.955,0
49,21,49,0,0,1,0,44,37989,3,40,48,4,0,0,0,8,46,0.0,1
40,9,40,0,0,0,0,46,38868,3,-5,0,4,4,0,0,10,43,0.0,1
75,46,75,1,0,0,0,35,28323,5,20,24,6,0,3,3,19,44,10.43,0
44,11,44,1,0,0,0,63,44431,7,-1,0,1,0,0,0,12,23,0.0,0
42,8,42,1,0,0,0,55,31033,2,24,36,2,0,0,0,8,36,0.0,0
32,3,32,1,0,0,0,45,39844,5,15,24,4,0,0,0,14,39,0.0,0
39,7,39,0,0,0,0,53,46634,6,38,48,3,3,6,29,5,40,35.873,1
29,1,29,0,0,0,0,48,48002,2,24,36,3,0,0,0,7,43,0.0,0
50,20,50,0,0,0,0,49,55322,3,9,12,3,1,0,0,9,40,0.0,0
33,6,33,0,0,0,0,45,51872,3,28,36,4,0,2,1,13,41,8.419,0
50,16,50,0,0,0,0,62,39284,5,29,36,1,1,2,1,10,26,11.246,0
36,10,36,0,0,0,0,52,48220,5,38,48,3,4,3,1,14,32,8.759,0
60,28,60,0,0,0,0,76,45431,1,-3,0,0,0,0,0,7,16,0.0,1
34,0,34,0,0,0,0,57,39837,2,29,36,1,2,2,1,9,32,8.996,0
21,0,21,0,0,0,0,46,51446,4,6,12,4,0,0,0,15,38,0.0,0
40,9,40,0,0,0,0,51,65900,6,9,12,3,4,3,1,10,38,10.186,0
76,45,76,0,0,0,0,60,45686,5,0,12,1,0,0,0,10,28,0.0,1
42,14,42,0,0,1,0,39,31631,2,-2,0,5,1,0,0,17,42,0.0,0
38,4,38,0,0,0,0,20,47969,4,11,24,8,1,0,0,26,52,0.0,0
45,15,45,0,0,0,0,61,54922,3,15,24,1,1,0,0,9,29,0.0,0
54,27,54,0,0,1,0,61,50099,5,39,48,1,0,0,0,4,33,0.0,0
48,18,48,1,0,0,0,56,48241,5,40,48,2,0,0,0,8,34,0.0,0
54,21,54,0,0,0,0,52,50766,4,15,24,3,0,4,3,14,33,11.928,1
38,7,38,0,0,0,0,57,39945,3,26,36,2,2,3,2,11,30,10.704,1
38,13,38,0,0,0,0,63,31484,5,12,24,1,0,5,1,11,24,8.132,1
19,0,19,0,0,0,0,48,23869,5,29,36,3,0,2,1,12,38,9.699,0
27,0,27,1,0,0,0,54,51704,6,25,36,2,1,0,0,7,38,0.0,0
50,26,50,1,0,0,0,31,31972,3,-4,0,6,2,0,0,17,51,0.0,0
34,5,34,0,0,0,0,63,50970,2,15,24,1,2,3,2,7,28,8.687,0
29,0,29,1,0,0,0,59,35081,4,26,36,1,1,0,0,12,28,0.0,0
33,2,33,1,0,1,0,60,43982,2,7,12,1,7,0,0,18,21,0.0,0
66,40,66,1,0,0,0,52,48301,5,41,48,3,0,2,1,10,37,9.591,1
36,9,36,0,0,0,0,48,40293,6,12,24,3,0,3,2,9,42,8.623,0
40,8,40,1,0,0,0,62,46650,4,22,24,1,0,2,1,14,23,11.786,1
40,11,40,0,0,0,0,66,53400,5,22,24,0,3,5,4,20,13,13.0,0
41,12,41,0,0,0,0,63,27368,3,-1,0,1,1,0,0,10,26,0.0,0
50,18,50,0,0,0,0,51,29739,4,6,12,3,2,2,1,7,40,10.059,1
57,32,57,1,0,0,0,56,30006,2,11,24,2,0,3,1,10,32,8.079,1
36,3,36,1,0,0,0,23,76851,2,35,36,8,1,2,1,7,68,8.826,0
32,3,32,1,0,0,0,71,30793,3,22,24,0,4,2,2,8,20,10.838,0
39,12,39,0,0,0,0,64,44724,7,-4,0,0,4,0,0,8,26,0.0,0
45,18,45,0,0,0,0,65,28292,7,40,48,0,0,3,1,13,21,10.499,0
35,11,35,1,0,0,0,64,28297,3,18,24,1,1,0,0,11,24,0.0,0
56,27,56,1,0,0,0,45,48589,5,30,36,4,2,2,1,9,44,9.182,1
42,13,42,0,0,0,0,64,33128,5,16,24,0,5,0,0,12,22,0.0,0
46,15,46,1,0,0,0,48,40300,5,28,36,3,2,0,0,7,43,0.0,0
37,6,37,1,0,0,0,61,52550,3,12,24,1,0,0,0,10,27,0.0,0
37,6,37,1,0,0,0,51,39039,7,36,48,3,0,0,0,13,35,0.0,0
46,15,46,0,0,0,0,68,34772,2,12,24,0,0,0,4,8,22,12.579,0
38,7,38,0,0,0,0,55,49830,4,12,24,2,4,5,3,10,33,12.669,0
43,11,43,0,0,0,0,56,42240,6,19,24,2,1,0,0,9,33,0.0,0
46,18,46,0,0,0,0,49,30015,5,37,48,3,1,4,2,14,35,10.54,0
24,0,24,1,0,0,0,43,55263,6,26,36,4,1,0,0,12,43,0.0,0
53,20,53,1,0,1,0,62,26994,3,7,12,1,2,2,1,9,28,9.849,0
27,0,27,0,0,0,0,47,47294,2,20,24,3,3,4,3,13,38,9.366,0
57,28,57,0,0,0,0,60,16292,2,15,24,1,7,1,1,16,23,10.299,0
47,24,47,0,0,1,0,59,38120,1,41,48,1,5,0,0,5,35,0.0,1
41,10,41,0,0,0,0,47,41797,6,37,48,3,3,3,3,11,41,10.854,0
62,31,62,1,0,0,0,52,35360,3,15,24,3,1,4,1,5,41,11.772,0
35,10,35,0,0,0,0,57,48037,7,36,48,2,0,0,0,6,35,0.0,0
39,8,39,0,0,0,0,39,50223,3,32,36,5,2,0,0,6,53,0.0,1
18,0,18,0,0,0,0,52,31872,7,-5,0,3,1,0,0,15,32,0.0,0
39,8,39,1,0,0,0,60,48036,4,31,36,1,1,0,0,7,31,0.0,0
61,27,61,1,0,0,0,64,24098,4,36,48,1,1,5,2,5,29,13.476,0
28,2,28,1,0,0,0,57,32046,6,12,24,2,0,2,1,13,29,10.989,0
29,1,29,1,0,0,0,42,45523,7,38,48,4,0,0,0,8,49,0.0,0
23,0,23,0,0,0,0,58,39439,3,10,12,2,2,0,0,8,32,0.0,0
44,13,44,0,0,0,0,43,43755,5,18,24,4,0,4,2,14,41,12.268,0
36,6,36,1,0,0,0,67,54287,3,25,36,0,0,0,0,13,19,0.0,0
35,8,35,0,0,0,0,46,60033,7,25,36,4,1,0,7,12,40,14.418,1
48,17,48,1,0,0,0,57,28328,6,12,24,2,1,0,0,9,32,0.0,0
50,22,50,1,0,0,0,69,49524,3,10,12,0,0,0,0,15,15,0.0,1
44,19,44,1,0,0,0,53,55593,4,38,48,2,0,0,0,7,38,0.0,0
26,0,26,1,0,0,0,23,46019,3,40,48,7,2,3,1,20,55,8.302,0
31,3,31,1,0,0,0,40,51469,2,-4,0,5,4,0,0,11,48,0.0,0
26,0,26,1,0,0,0,65,51294,7,38,48,0,2,0,0,10,23,0.0,0
43,11,43,1,0,0,0,47,52669,4,19,24,3,0,0,0,11,40,0.0,1
43,16,43,0,0,0,0,57,35294,4,29,36,2,1,0,0,10,32,0.0,0
17,0,17,0,0,0,0,40,46628,3,32,36,5,0,0,0,14,45,0.0,0
57,26,57,1,0,0,0,55,41217,2,9,12,2,1,0,0,11,32,0.0,0
32,7,32,1,0,0,0,47,46623,6,29,36,3,2,1,1,14,37,8.069,0
37,8,37,1,0,0,0,57,34585,7,22,24,2,0,3,1,14,28,9.587,0
11,0,11,0,0,0,0,49,32010,3,19,24,3,1,0,0,17,33,0.0,0
59,29,59,1,0,0,0,30,40993,1,6,12,6,3,0,0,8,60,0.0,1
45,18,45,1,0,0,0,61,35128,3,-5,0,1,2,1,0,14,23,0.0,1
40,14,40,1,0,0,0,46,31853,7,10,12,4,1,0,0,11,42,0.0,0
26,0,26,0,0,0,0,72,28289,5,9,12,0,0,4,1,9,18,12.029,0
49,20,49,1,0,0,0,55,41991,3,36,48,2,0,4,2,16,28,9.351,0
25,2,25,1,0,1,0,50,49248,2,9,12,3,1,5,3,12,36,11.249,0
34,6,34,0,0,0,0,69,31015,3,29,36,0,0,2,1,10,19,8.032,0
42,10,42,0,0,0,0,48,39934,6,12,24,3,0,0,0,11,39,0.0,1
12,0,12,1,0,0,0,50,42719,4,0,12,3,0,0,0,11,38,0.0,0
32,5,32,1,0,0,0,59,50638,5,29,36,2,1,0,0,7,33,0.0,0
30,0,30,0,0,0,0,49,51542,3,-6,0,3,2,2,0,14,36,0.0,0
58,31,58,0,0,0,0,56,31871,1,19,24,2,0,3,1,9,33,10.989,1
26,0,26,0,0,0,0,62,44400,3,12,24,1,0,4,3,12,24,9.988,0
42,15,42,0,0,0,0,63,25593,4,34,36,1,1,3,2,12,23,12.286,0
39,9,39,1,0,0,0,56,18648,7,16,24,2,0,1,1,10,33,9.199,1
32,5,32,1,0,0,0,63,29564,6,24,36,1,0,5,2,11,25,9.543,0
46,16,46,0,0,0,0,49,48593,4,33,36,3,0,0,0,13,36,0.0,1
21,0,21,1,0,0,0,58,55480,6,31,36,2,0,0,0,11,29,0.0,0
35,7,35,1,0,0,0,51,17774,4,40,48,3,2,0,0,5,43,0.0,0
39,9,39,0,0,0,0,67,39410,4,6,12,0,3,3,1,10,22,10.216,0
44,15,44,1,0,0,0,59,49759,5,19,24,1,0,0,0,9,31,0.0,1
23,0,23,1,0,0,0,45,55277,2,18,24,4,1,5,3,10,44,9.842,0
47,19,47,1,0,0,0,64,51183,3,7,12,1,0,1,1,4,30,8.767,0
55,28,55,1,0,0,0,49,20936,3,37,48,3,0,2,1,12,38,7.839,1
38,7,38,1,0,0,0,46,51747,6,25,36,4,1,0,0,16,37,0.0,0
31,1,31,0,0,0,0,57,26963,3,14,24,2,0,3,2,9,32,8.657,0
32,5,32,0,0,0,0,66,26279,2,-1,0,0,2,0,0,11,22,0.0,0
43,13,43,1,0,0,0,57,27343,4,28,36,2,0,0,0,13,29,0.0,0
32,6,32,1,0,0,0,57,31904,3,30,36,2,1,0,0,24,17,0.0,0
28,0,28,0,0,0,0,53,42404,5,6,12,2,1,0,0,10,36,0.0,0
44,16,44,1,0,0,0,44,46626,2,10,12,4,1,0,0,11,44,0.0,0
40,10,40,0,0,0,0,47,37515,5,21,24,4,4,4,3,10,41,10.496,0
45,14,45,0,0,0,0,48,45658,2,30,36,4,3,0,0,12,38,0.0,0
63,31,63,1,0,0,0,55,41939,6,5,12,2,0,0,0,9,34,0.0,0
45,13,45,1,0,0,0,56,51486,4,8,12,2,0,3,3,14,28,9.695,1
39,8,39,0,0,0,0,48,31566,6,21,24,4,2,5,4,9,42,10.997,0
40,15,40,0,0,0,0,33,39611,2,0,12,6,0,0,0,12,54,0.0,0
39,14,39,1,0,0,0,67,53363,6,12,24,0,0,0,0,16,16,0.0,0
44,16,44,0,0,0,0,55,52721,7,5,12,2,0,0,0,8,35,0.0,0
43,18,43,0,0,0,0,48,50083,5,26,36,3,3,4,2,11,40,8.451,1
37,6,37,0,0,0,0,50,46611,4,35,48,3,1,4,3,13,35,10.858,0
39,9,39,0,0,0,0,47,36959,5,-2,0,3,3,0,0,12,39,0.0,0
24,0,24,0,0,0,0,57,38787,6,22,24,2,1,3,1,14,27,8.546,0
37,11,37,0,0,0,0,67,41317,5,22,24,0,4,2,1,10,21,7.387,0
56,27,56,1,0,0,0,62,50649,2,7,12,1,3,0,0,6,31,0.0,0
50,19,50,0,0,1,0,37,56237,4,21,24,5,2,4,3,12,50,11.97,0
48,17,48,1,0,0,0,63,48088,4,21,24,1,0,0,0,14,21,0.0,1
31,0,31,0,0,0,0,43,45413,4,-6,0,4,1,0,0,14,41,0.0,0
38,7,38,1,0,0,0,62,54948,5,15,24,1,0,0,0,16,21,0.0,1
30,0,30,0,0,0,0,51,54284,7,29,36,3,3,3,1,13,34,12.376,0
40,14,40,0,0,0,0,57,38924,3,25,36,2,1,3,2,11,31,10.324,0
28,0,28,1,0,0,0,61,31992,4,15,24,1,0,2,1,8,30,10.059,0
18,0,18,1,0,0,0,48,38994,5,-4,0,3,3,0,0,12,38,0.0,0
19,0,19,0,0,0,0,59,32926,7,-1,0,1,2,1,0,7,32,0.0,0
39,12,39,1,0,0,0,47,48302,4,8,12,3,2,2,1,12,39,7.45,0
35,1,35,1,0,0,0,53,39917,3,-1,0,3,2,0,0,7,38,0.0,0
41,11,41,0,0,0,0,61,33937,5,41,48,1,3,4,2,11,26,10.972,0
56,23,56,1,0,0,0,51,33705,6,15,24,3,2,2,1,16,31,8.729,0
34,8,34,0,0,0,0,70,51006,4,-1,0,0,2,0,0,8,20,0.0,0
31,2,31,0,0,0,0,53,48262,3,36,48,3,0,0,0,8,38,0.0,0
27,0,27,0,0,0,0,54,28337,7,33,36,3,0,0,0,15,30,0.0,0
44,11,44,0,0,0,0,37,63408,5,21,24,5,0,4,11,20,42,18.148,0
50,18,50,1,0,0,0,61,49201,3,22,24,1,4,1,1,10,27,7.616,1
35,5,35,1,0,0,0,62,45468,5,0,12,1,1,0,0,8,29,0.0,0
34,3,34,1,0,0,0,67,45329,5,32,36,0,0,0,0,9,22,0.0,0
38,8,38,1,0,0,0,53,54139,2,33,36,2,5,0,0,9,36,0.0,1
54,23,54,1,0,0,0,57,37520,1,26,36,2,0,0,0,11,31,0.0,1
36,7,36,1,0,0,0,57,51891,3,13,24,2,4,0,0,3,38,0.0,0
50,19,50,0,0,0,0,54,48306,2,20,24,2,0,0,0,10,34,0.0,0
22,0,22,1,0,0,0,67,55341,7,12,24,0,1,3,2,5,26,9.376,0
49,15,49,0,0,0,0,70,54351,3,30,36,0,4,0,8,13,16,15.184,0
30,2,30,1,0,0,0,57,29898,7,19,24,2,0,0,0,9,32,0.0,0
57,27,57,0,0,0,0,69,45351,1,15,24,0,0,6,20,13,17,26.683,1
41,10,41,0,0,0,0,58,45149,2,12,24,1,1,0,0,7,34,0.0,0
30,4,30,1,0,0,0,62,51336,7,37,48,1,1,0,0,12,25,0.0,0
51,20,51,0,0,0,0,54,39801,1,21,24,2,0,0,0,12,33,0.0,1
41,11,41,1,0,0,0,41,27022,6,32,36,4,1,0,0,16,41,0.0,0
40,12,40,1,0,0,0,55,52196,3,-2,0,2,0,5,0,10,34,0.0,1
55,21,55,0,0,0,0,63,52185,3,-3,0,1,0,0,0,9,27,0.0,1
40,13,40,1,0,0,0,44,39948,3,41,48,4,0,3,1,13,42,10.659,0
37,9,37,1,0,0,0,63,40971,3,31,36,1,4,3,2,9,26,10.797,0
28,0,28,0,0,0,0,56,48041,3,18,24,2,1,1,1,11,32,9.192,0
38,8,38,1,0,0,0,47,41258,4,36,48,3,0,3,3,12,40,12.125,0
54,25,54,0,0,0,0,42,23145,5,30,36,5,3,5,5,10,47,12.895,0
43,17,43,1,0,0,0,53,33684,5,8,12,3,0,0,0,12,34,0.0,0
30,4,30,1,0,0,0,62,51010,6,17,24,1,0,0,0,13,24,0.0,0
25,0,25,1,0,0,0,51,30069,4,40,48,3,0,0,0,11,36,0.0,0
47,18,47,0,0,0,0,50,35367,4,38,48,3,0,0,0,11,37,0.0,1
39,11,39,1,0,1,0,54,52700,7,30,36,2,2,3,1,9,36,9.359,1
43,13,43,1,0,0,0,65,50945,2,26,36,0,1,0,0,12,21,0.0,1
48,19,48,1,0,0,0,52,48050,1,24,36,2,2,0,0,14,32,0.0,0
53,26,53,1,0,0,0,55,38391,2,38,48,2,0,4,3,10,34,11.774,0
37,8,37,0,0,0,0,58,54897,4,23,24,2,1,5,3,11,29,9.275,0
54,26,54,1,0,0,0,51,62772,2,29,36,3,4,2,2,20,28,10.866,0
36,7,36,0,0,0,0,51,33948,5,12,24,3,0,4,2,9,38,14.048,0
45,14,45,1,0,0,0,46,53228,5,22,24,4,1,0,0,17,35,0.0,0
43,14,43,1,0,0,0,51,46592,4,9,12,3,1,0,0,12,36,0.0,1
25,0,25,0,0,0,0,55,53162,7,22,24,2,1,0,0,3,41,0.0,0
31,0,31,0,0,0,0,56,42213,5,16,24,2,0,0,0,9,34,0.0,0
29,0,29,0,0,0,0,61,32187,7,32,36,1,1,0,0,10,27,0.0,0
32,0,32,1,0,0,0,43,45424,3,21,24,4,0,6,2,5,51,9.815,0
36,10,36,1,0,0,0,55,26252,2,19,24,2,3,0,0,15,29,0.0,0
41,9,41,0,0,0,0,42,50977,3,12,24,4,0,3,1,14,42,9.949,0
12,0,12,0,0,0,0,50,41998,4,41,48,3,1,5,1,8,40,12.339,0
44,18,44,0,0,0,0,47,46623,2,41,48,3,2,5,2,12,39,11.699,0
45,18,45,1,0,0,0,49,54230,6,-2,0,3,0,1,0,8,42,0.0,0
28,0,28,0,0,0,0,57,49682,6,-4,0,2,2,0,0,6,35,0.0,0
52,21,52,1,0,0,0,72,32927,2,14,24,0,2,3,2,7,19,8.329,1
42,14,42,1,0,0,0,71,53152,5,19,24,0,0,0,0,6,21,0.0,0
38,10,38,0,0,0,0,54,17761,6,10,12,2,1,0,0,22,23,0.0,0
28,0,28,0,0,0,0,53,55576,4,22,24,2,0,0,0,11,35,0.0,0
51,22,51,0,0,0,0,64,46075,6,6,12,1,1,2,9,9,25,15.94,0
17,0,17,0,0,0,0,41,42224,7,41,48,5,2,3,2,13,44,13.105,0
33,2,33,0,0,0,0,58,41008,3,29,36,2,6,2,1,12,29,13.097,0
36,6,36,1,0,0,0,53,51624,2,30,36,2,0,0,0,18,28,0.0,0
30,5,30,1,0,0,0,53,54930,2,32,36,2,0,4,1,15,30,8.162,0
45,15,45,0,0,0,0,69,39847,7,22,24,0,0,4,3,8,21,9.791,1
35,8,35,1,0,0,0,52,27971,5,39,48,2,0,0,0,10,36,0.0,0
41,15,41,0,0,0,0,56,55499,2,12,24,2,1,2,1,10,32,7.261,0
43,15,43,0,0,0,0,70,31962,3,12,24,0,5,0,0,7,22,0.0,0
34,4,34,1,0,0,0,58,30033,4,26,36,1,0,0,0,12,28,0.0,0
43,12,43,1,0,0,0,39,36564,2,41,48,5,0,2,1,17,42,8.882,1
46,14,46,1,0,0,0,76,33888,6,29,36,0,1,3,2,8,15,8.524,0
26,0,26,0,0,0,0,46,52684,2,29,36,4,0,1,1,22,31,7.646,0
36,7,36,1,0,0,0,53,41782,7,19,24,3,3,4,3,14,32,10.058,0
25,0,25,1,0,0,0,58,50624,2,13,24,2,0,0,0,10,30,0.0,0
31,2,31,0,0,0,0,62,46142,7,28,36,1,1,2,1,11,25,8.029,0
29,0,29,0,0,0,0,64,52787,3,39,48,1,0,0,0,11,24,0.0,0
33,4,33,0,0,0,0,42,54844,7,20,24,4,0,0,0,7,49,0.0,0
49,17,49,1,0,0,0,55,29883,5,37,48,2,0,3,3,10,33,9.893,1
48,20,48,1,0,0,0,47,53378,2,-3,0,4,0,0,0,16,36,0.0,0
54,25,54,1,0,0,0,74,44067,1,18,24,0,1,0,0,13,11,0.0,1
44,14,44,1,0,0,0,68,27022,4,12,24,0,3,0,0,12,19,0.0,0
35,2,35,1,0,0,0,48,45795,5,5,12,3,1,0,0,14,37,0.0,0
35,6,35,1,0,0,0,46,46469,5,37,48,4,1,4,2,8,44,9.285,0
47,12,47,0,0,0,0,67,51019,5,22,24,0,0,6,10,9,22,17.22,1
30,0,30,0,0,0,0,41,32184,5,40,48,5,0,0,0,17,41,0.0,0
44,17,44,1,0,0,0,48,51091,3,41,48,3,1,2,1,11,40,8.829,1
15,0,15,0,0,0,0,60,36481,6,11,24,1,0,3,2,10,28,11.148,0
39,8,39,0,0,0,0,65,49176,7,26,36,0,0,0,0,6,27,0.0,0
28,0,28,0,0,0,0,60,42227,7,15,24,1,0,0,0,5,34,0.0,0
35,6,35,0,0,0,0,47,50160,4,28,36,3,0,0,0,12,39,0.0,0
28,3,28,0,0,1,0,50,55557,5,35,36,3,5,5,22,12,36,28.894,0
50,24,50,0,0,0,0,38,50904,4,29,36,5,0,5,1,17,43,9.132,1
54,24,54,1,0,0,0,40,69186,6,21,24,5,0,6,27,14,44,34.058,0
45,18,45,1,0,0,1,61,51039,2,37,48,1,0,3,1,9,29,12.316,0
32,3,32,1,0,0,0,41,35519,7,29,36,4,0,2,1,17,40,8.932,0
52,22,52,1,0,0,0,56,36027,4,30,36,2,0,0,0,5,38,0.0,1
